datetime,move,name,delta,time_delta,final_osum
2021-08-13 17:24:27,stop_buy80,Garmin Ltd (GRMN),0.002164892657405648,0:12:44.839115,66
2021-08-13 17:24:27,stop_buy80,Altria Group (MO),0.0010358400662938522,0:12:44.852114,73
2021-08-13 17:24:27,stop_buy80,Dollar General Corporation (DG),0.00025367833587012644,0:12:44.858115,57
2021-08-13 17:24:27,stop_buy80,Alexandria Real Estate Equities Inc (ARE),0.0005839416058394383,0:12:44.877119,79
2021-08-13 17:24:27,stop_buy80,Extra Space Storage Inc (EXR),0.0012562096728144742,0:12:44.891114,79
2021-08-13 17:24:27,stop_buy80,Arthur J Gallagher & Co (AJG),0.0038028169014083946,0:12:44.904069,74
2021-08-13 17:24:27,stop_buy80,Arconic Corp (ARNC),0.008695652173912908,0:12:44.920114,65
2021-08-13 17:24:27,stop_buy80,Incyte Corporation (INCY),-0.007844756399669797,22:13:04.678731,-78
2021-08-13 17:24:27,stop_buy80,Brown Forman (BFb),-0.000871839581517034,21:34:18.813303,-77
2021-08-13 17:24:27,stop_buy80,Global Payments Inc (GPN),0.0015015015015015015,0:12:44.750114,-79
2021-08-13 20:11:45,stop_buy100,Hartford Financial Services Group (HIG),-0.07342143906020142,"1 day, 2:48:03.967977",98
2021-08-13 20:11:45,stop_buy100,Textron Inc (TXT),0.0,"1 day, 2:48:03.987958",96
2021-08-13 20:11:45,stop_buy100,Synchrony Financial (SYF),1.0731707317073116,"1 day, 1:00:23.004802",98
2021-08-13 20:11:45,stop_buy100,Affiliated Managers Group Inc (AMG),0.04130768322907658,"1 day, 0:21:37.594735",87
2021-08-13 20:11:45,stop_buy100,Republic Services Inc (RSG),0.05831389536820492,22:00:23.855528,97
2021-08-13 20:11:45,stop_buy100,Autodesk Inc (ADSK),-0.15660292124681185,9:41:03.199973,90
2021-08-13 20:11:45,stop_buy100,Cincinnati Financial Corporation (CINF),-0.5170715692711833,9:41:03.221977,84
2021-08-13 20:11:45,stop_buy100,Adobe Systems Incorporated (ADBE),-0.03145198068847313,3:00:04.707560,98
2021-08-13 20:11:45,stop_buy100,Waste Management Inc (WM),-0.2717931720251884,3:00:04.728935,98
2021-08-13 20:11:45,stop_buy100,Public Storage (PSA),-0.2253682072117941,3:00:04.749933,93
2021-08-13 20:11:45,stop_buy100,American Water Works (AWK),-0.6538869949142211,3:00:04.767932,93
2021-08-13 20:11:45,stop_buy100,Synopsys Inc (SNPS),-0.700465843789317,3:00:04.783938,81
